city,year,n_total,n_solo_country,n_solo_author,n_collab,latitude,longitude
Madrid,2019,3,0.0,2.0,1.0,40.48705,-3.660724
Madrid,2020,3,1.0,1.0,1.0,40.48705,-3.660724
Madrid,2021,1,1.0,0.0,0.0,40.48705,-3.660724
Madrid,2023,1,0.0,0.0,1.0,40.48705,-3.660724
Magdeburg,2024,1,0.0,0.0,1.0,52.126595,11.633011
Mainz,2018,1,0.0,0.0,1.0,50.00461,8.266863
Malang,2021,1,0.0,1.0,0.0,-7.938068,112.63564
Malden,2010,1,0.0,0.0,1.0,42.428173,-71.075
Manchester,1988,2,0.0,2.0,0.0,53.48095,-2.23743
Manchester,2005,1,0.0,1.0,0.0,53.48095,-2.23743
Manchester,2006,1,0.0,1.0,0.0,53.48095,-2.23743
Manchester,2008,1,0.0,0.0,1.0,53.48095,-2.23743
Manchester,2010,1,1.0,0.0,0.0,53.48095,-2.23743
Manchester,2014,1,0.0,1.0,0.0,53.48095,-2.23743
Manchester,2015,1,0.0,1.0,0.0,53.48095,-2.23743
Manchester,2016,2,0.0,2.0,0.0,53.48095,-2.23743
Manchester,2018,1,0.0,0.0,1.0,53.48095,-2.23743
Manchester,2021,1,0.0,0.0,1.0,53.48095,-2.23743
Manchester,2023,2,0.0,1.0,1.0,53.48095,-2.23743
Manchester,2024,1,0.0,0.0,1.0,53.48095,-2.23743
Manhattan,2023,1,1.0,0.0,0.0,39.209087,-96.577
Mankato,2015,1,0.0,1.0,0.0,44.15906,-94.00915
Mannheim,2002,1,0.0,1.0,0.0,49.478153,8.479395
Mannheim,2006,2,0.0,1.0,1.0,49.478153,8.479395
Mannheim,2007,1,0.0,0.0,1.0,49.478153,8.479395
Mannheim,2009,1,0.0,1.0,0.0,49.478153,8.479395
Mannheim,2010,1,0.0,0.0,1.0,49.478153,8.479395
Mannheim,2011,1,1.0,0.0,0.0,49.478153,8.479395
Mannheim,2012,1,0.0,0.0,1.0,49.478153,8.479395
Mannheim,2015,2,1.0,0.0,1.0,49.478153,8.479395
Mannheim,2017,1,1.0,0.0,0.0,49.478153,8.479395
Mannheim,2023,1,0.0,0.0,1.0,49.478153,8.479395
Maribor,2014,1,1.0,0.0,0.0,46.561073,15.648467
Marseille,2008,1,0.0,0.0,1.0,43.245396,5.416869
Marseille,2010,1,0.0,1.0,0.0,43.245396,5.416869
Marseille,2013,1,0.0,0.0,1.0,43.245396,5.416869
Marseille,2014,2,0.0,0.0,2.0,43.245396,5.416869
Marseille,2017,1,0.0,0.0,1.0,43.245396,5.416869
Marseille,2021,1,0.0,0.0,1.0,43.245396,5.416869
Marseille,2023,1,0.0,0.0,1.0,43.245396,5.416869
Maynooth,2018,1,0.0,1.0,0.0,53.385315,-6.601737
Maynooth,2021,2,1.0,0.0,1.0,53.385315,-6.601737
Mechanicsburg,2010,1,0.0,1.0,0.0,40.237217,-76.96521
Medford,1988,1,0.0,1.0,0.0,42.415894,-71.12655
Medford,2017,1,0.0,1.0,0.0,42.415894,-71.12655
Melbourne,1971,1,0.0,1.0,0.0,-37.8133,144.96706
Melbourne,1980,1,0.0,1.0,0.0,-37.8133,144.96706
Melbourne,1981,1,0.0,1.0,0.0,-37.8133,144.96706
Melbourne,1987,2,0.0,1.0,1.0,-37.8133,144.96706
Melbourne,1997,1,0.0,1.0,0.0,-37.8133,144.96706
Melbourne,1998,3,0.0,2.0,1.0,-37.8133,144.96706
Melbourne,2003,1,1.0,0.0,0.0,-37.8133,144.96706
Melbourne,2004,1,0.0,1.0,0.0,-37.8133,144.96706
Melbourne,2005,4,0.0,3.0,1.0,-37.8133,144.96706
Melbourne,2008,1,0.0,1.0,0.0,-37.8133,144.96706
Melbourne,2009,1,0.0,1.0,0.0,-37.8133,144.96706
Melbourne,2012,1,0.0,1.0,0.0,-37.8133,144.96706
Melbourne,2013,1,0.0,1.0,0.0,-37.8133,144.96706
Melbourne,2017,1,0.0,0.0,1.0,-37.8133,144.96706
Melbourne,2018,3,0.0,1.0,2.0,-37.8133,144.96706
Melbourne,2019,3,0.0,0.0,3.0,-37.8133,144.96706
Melbourne,2020,1,0.0,1.0,0.0,-37.8133,144.96706
Melbourne,2021,1,0.0,1.0,0.0,-37.8133,144.96706
Melbourne,2022,2,0.0,2.0,0.0,-37.8133,144.96706
Melbourne,2023,1,0.0,0.0,1.0,-37.8133,144.96706
Menlo Park,1978,1,1.0,0.0,0.0,37.46214,-122.152245
Menlo Park,1981,1,0.0,0.0,1.0,37.46214,-122.152245
Menlo Park,1985,1,0.0,1.0,0.0,37.46214,-122.152245
Menlo Park,1986,1,0.0,0.0,1.0,37.46214,-122.152245
Mexico City,2020,1,0.0,1.0,0.0,19.240677,-99.17407
Mexico City,2022,1,0.0,1.0,0.0,19.240677,-99.17407
Miami,2018,1,0.0,1.0,0.0,25.78943,-80.33476
Middlebury (village),2018,1,0.0,1.0,0.0,44.2225,-73.23805
Middlesbrough,2017,1,0.0,1.0,0.0,54.576256,-1.219496
Milan,2009,1,0.0,1.0,0.0,45.465096,9.198525
Milan,2010,1,0.0,1.0,0.0,45.465096,9.198525
Milan,2017,1,0.0,1.0,0.0,45.465096,9.198525
Milan,2018,1,1.0,0.0,0.0,45.465096,9.198525
Milton Keynes,1996,1,0.0,1.0,0.0,52.003963,-0.733842
Milton Keynes,2004,1,0.0,1.0,0.0,52.003963,-0.733842
Milton Keynes,2018,1,0.0,1.0,0.0,52.003963,-0.733842
Milton Keynes,2019,1,0.0,0.0,1.0,52.003963,-0.733842
Milton Keynes,2021,1,0.0,1.0,0.0,52.003963,-0.733842
Milton Keynes,2023,1,0.0,0.0,1.0,52.003963,-0.733842
Milwaukee,2020,1,0.0,0.0,1.0,43.03951,-87.92231
Minneapolis,1971,1,0.0,1.0,0.0,44.976208,-93.268585
Minneapolis,1997,1,0.0,0.0,1.0,44.976208,-93.268585
Miskolc,2021,1,0.0,1.0,0.0,48.12031,20.788511
Miskolc,2022,1,0.0,1.0,0.0,48.12031,20.788511
Modena,2002,1,0.0,0.0,1.0,44.628735,10.949843
Moncalieri,2010,1,0.0,0.0,1.0,44.993267,7.669697
Moncalieri,2017,1,0.0,0.0,1.0,44.993267,7.669697
Montes Claros,2009,1,0.0,1.0,0.0,-16.7016,-43.808975
Montevideo,2006,1,0.0,1.0,0.0,-34.82624,-56.178905
Montevideo,2020,1,0.0,1.0,0.0,-34.82624,-56.178905
Montevideo,2023,1,0.0,1.0,0.0,-34.82624,-56.178905
Montreal,1947,1,0.0,1.0,0.0,45.50884,-73.58781
Montreal,1986,1,0.0,1.0,0.0,45.50884,-73.58781
Montreal,1998,1,0.0,1.0,0.0,45.50884,-73.58781
Montreal,2004,3,0.0,2.0,1.0,45.50884,-73.58781
Montreal,2009,1,0.0,1.0,0.0,45.50884,-73.58781
Montreal,2010,1,0.0,1.0,0.0,45.50884,-73.58781
Montreal,2012,2,0.0,0.0,2.0,45.50884,-73.58781
Montreal,2013,1,0.0,0.0,1.0,45.50884,-73.58781
Montreal,2014,3,0.0,0.0,3.0,45.50884,-73.58781
Montreal,2015,4,1.0,2.0,1.0,45.50884,-73.58781
Montreal,2017,1,0.0,0.0,1.0,45.50884,-73.58781
Montreal,2018,3,1.0,0.0,2.0,45.50884,-73.58781
Montreal,2020,1,0.0,1.0,0.0,45.50884,-73.58781
Montreal,2022,2,0.0,1.0,1.0,45.50884,-73.58781
Morelia,2019,1,1.0,0.0,0.0,19.6914,-101.2069
Morristown,2011,1,0.0,0.0,1.0,40.78616,-74.46781
Moscow,2016,1,0.0,0.0,1.0,55.777287,37.622856
Moscow,2019,5,2.0,3.0,0.0,55.777287,37.622856
Moscow,2020,12,4.0,8.0,0.0,55.777287,37.622856
Moscow,2021,7,2.0,4.0,1.0,55.777287,37.622856
Moscow,2022,3,2.0,1.0,0.0,55.777287,37.622856
Moscow,2023,1,0.0,1.0,0.0,55.777287,37.622856
Mount Pleasant,1982,1,0.0,1.0,0.0,43.5719,-84.78099
Mountain View,2017,1,0.0,1.0,0.0,37.401417,-122.111244
Mountain View,2023,1,0.0,0.0,1.0,37.401417,-122.111244
Mumbai,2017,1,0.0,1.0,0.0,19.136639,72.833755
Mumbai,2021,1,0.0,0.0,1.0,19.136639,72.833755
Munich,1999,1,1.0,0.0,0.0,48.180202,11.536068
Munich,2001,2,2.0,0.0,0.0,48.180202,11.536068
Munich,2005,1,0.0,1.0,0.0,48.180202,11.536068
Munich,2006,1,0.0,0.0,1.0,48.180202,11.536068
Munich,2007,1,0.0,0.0,1.0,48.180202,11.536068
Munich,2011,1,0.0,0.0,1.0,48.180202,11.536068
Munich,2012,1,0.0,0.0,1.0,48.180202,11.536068
Munich,2013,1,0.0,1.0,0.0,48.180202,11.536068
Munich,2014,2,0.0,0.0,2.0,48.180202,11.536068
Munich,2015,2,0.0,0.0,2.0,48.180202,11.536068
Munich,2022,2,0.0,1.0,1.0,48.180202,11.536068
Mönchengladbach,2002,1,0.0,1.0,0.0,51.182713,6.481611
Münster,2006,1,0.0,1.0,0.0,51.969707,7.593999
Münster,2014,1,1.0,0.0,0.0,51.969707,7.593999
Münster,2021,1,0.0,1.0,0.0,51.969707,7.593999
Nagaoka,2023,2,0.0,0.0,2.0,37.43833,138.76778
Nairobi,2019,1,0.0,1.0,0.0,-1.263877,36.807663
Namur,2016,1,0.0,0.0,1.0,50.485786,4.803834
Namur,2022,1,0.0,0.0,1.0,50.485786,4.803834
Nanjing,2002,1,0.0,1.0,0.0,32.06167,118.77778
Nanjing,2011,1,0.0,1.0,0.0,32.06167,118.77778
Nanjing,2015,1,0.0,1.0,0.0,32.06167,118.77778
Nanterre,2021,1,0.0,0.0,1.0,48.89198,2.20675
Nashville,2021,1,0.0,0.0,1.0,36.16589,-86.78444
New Brunswick,1985,1,0.0,1.0,0.0,40.47752,-74.48145
New Brunswick,2002,1,0.0,1.0,0.0,40.47752,-74.48145
New Brunswick,2003,1,0.0,0.0,1.0,40.47752,-74.48145
New Brunswick,2004,1,0.0,1.0,0.0,40.47752,-74.48145
New Brunswick,2005,1,0.0,1.0,0.0,40.47752,-74.48145
New Brunswick,2006,1,0.0,1.0,0.0,40.47752,-74.48145
New Brunswick,2007,1,0.0,1.0,0.0,40.47752,-74.48145
New Brunswick,2012,2,0.0,2.0,0.0,40.47752,-74.48145
New Delhi,2012,1,0.0,0.0,1.0,28.540148,77.16802
New Delhi,2015,1,0.0,1.0,0.0,28.540148,77.16802
New Delhi,2016,1,0.0,1.0,0.0,28.540148,77.16802
New Delhi,2017,6,0.0,6.0,0.0,28.540148,77.16802
New Delhi,2019,1,0.0,1.0,0.0,28.540148,77.16802
New Delhi,2020,2,0.0,2.0,0.0,28.540148,77.16802
New Delhi,2021,1,0.0,0.0,1.0,28.540148,77.16802
New Delhi,2023,1,0.0,1.0,0.0,28.540148,77.16802
New Haven,1977,1,0.0,1.0,0.0,41.31082,-72.922134
New Haven,2004,1,1.0,0.0,0.0,41.31082,-72.922134
New Haven,2010,1,0.0,1.0,0.0,41.31082,-72.922134
New Haven,2011,1,0.0,1.0,0.0,41.31082,-72.922134
New Haven,2013,1,0.0,0.0,1.0,41.31082,-72.922134
New Haven,2022,2,0.0,1.0,1.0,41.31082,-72.922134
New Orleans,2006,1,0.0,1.0,0.0,29.967852,-90.0105
New Orleans,2014,1,0.0,1.0,0.0,29.967852,-90.0105
New Orleans,2016,1,1.0,0.0,0.0,29.967852,-90.0105
New Orleans,2017,1,0.0,1.0,0.0,29.967852,-90.0105
New Orleans,2022,1,0.0,0.0,1.0,29.967852,-90.0105
New Orleans,2023,1,0.0,0.0,1.0,29.967852,-90.0105
New York,1917,1,0.0,1.0,0.0,40.75054,-73.980644
New York,1936,1,0.0,1.0,0.0,40.75054,-73.980644
New York,1975,1,0.0,1.0,0.0,40.75054,-73.980644
New York,1979,1,1.0,0.0,0.0,40.75054,-73.980644
New York,1998,2,0.0,2.0,0.0,40.75054,-73.980644
New York,1999,1,0.0,1.0,0.0,40.75054,-73.980644
New York,2000,1,0.0,1.0,0.0,40.75054,-73.980644
New York,2003,1,0.0,1.0,0.0,40.75054,-73.980644
New York,2005,2,0.0,1.0,1.0,40.75054,-73.980644
New York,2007,3,0.0,3.0,0.0,40.75054,-73.980644
New York,2008,2,0.0,2.0,0.0,40.75054,-73.980644
New York,2009,1,0.0,0.0,1.0,40.75054,-73.980644
New York,2010,1,0.0,1.0,0.0,40.75054,-73.980644
New York,2011,1,0.0,1.0,0.0,40.75054,-73.980644
New York,2012,5,1.0,3.0,1.0,40.75054,-73.980644
New York,2013,1,0.0,1.0,0.0,40.75054,-73.980644
New York,2014,1,0.0,1.0,0.0,40.75054,-73.980644
New York,2016,2,1.0,1.0,0.0,40.75054,-73.980644
New York,2017,5,0.0,3.0,2.0,40.75054,-73.980644
New York,2018,4,0.0,3.0,1.0,40.75054,-73.980644
New York,2019,3,0.0,1.0,2.0,40.75054,-73.980644
New York,2020,8,1.0,4.0,3.0,40.75054,-73.980644
New York,2021,3,0.0,2.0,1.0,40.75054,-73.980644
New York,2022,3,0.0,2.0,1.0,40.75054,-73.980644
New York,2023,1,0.0,0.0,1.0,40.75054,-73.980644
Newark,2018,1,1.0,0.0,0.0,39.68889,-75.67441
Newcastle,1997,1,1.0,0.0,0.0,35.29115,-97.63497
Newcastle,2018,1,1.0,0.0,0.0,35.29115,-97.63497
Newcastle upon Tyne,1987,1,0.0,1.0,0.0,54.970043,-1.622133
Newcastle upon Tyne,2017,1,0.0,1.0,0.0,54.970043,-1.622133
Newcastle upon Tyne,2021,1,0.0,0.0,1.0,54.970043,-1.622133
Newcastle upon Tyne,2022,1,0.0,0.0,1.0,54.970043,-1.622133
Newcastle upon Tyne,2023,5,1.0,0.0,4.0,54.970043,-1.622133
Newcastle-under-Lyme,1999,1,0.0,0.0,1.0,53.0,-2.23333
Nijmegen,1997,1,0.0,1.0,0.0,51.827568,5.843798
Nijmegen,2003,1,0.0,1.0,0.0,51.827568,5.843798
Nijmegen,2018,1,1.0,0.0,0.0,51.827568,5.843798
Nijmegen,2019,4,3.0,1.0,0.0,51.827568,5.843798
Nijmegen,2022,2,1.0,1.0,0.0,51.827568,5.843798
Ningbo,2018,1,0.0,1.0,0.0,29.87819,121.54945
Niterói,2019,1,0.0,1.0,0.0,-22.877756,-43.102882
Nizhny Novgorod,2020,1,1.0,0.0,0.0,56.145287,44.17544
Nizhny Novgorod,2022,1,1.0,0.0,0.0,56.145287,44.17544
Nizhny Novgorod,2023,1,0.0,1.0,0.0,56.145287,44.17544
Niğde,2019,1,0.0,1.0,0.0,37.96583,34.67935
Norman,2002,1,0.0,1.0,0.0,35.18415,-97.39913
Norman,2018,1,0.0,0.0,1.0,35.18415,-97.39913
Norman,2020,1,0.0,0.0,1.0,35.18415,-97.39913
North Canton,2019,1,0.0,1.0,0.0,40.878666,-81.46137
Norwich,2004,2,0.0,0.0,2.0,52.447105,1.025173
Norwich,2007,1,0.0,0.0,1.0,52.447105,1.025173
Norwich,2010,1,0.0,1.0,0.0,52.447105,1.025173
Norwich,2013,1,0.0,1.0,0.0,52.447105,1.025173
Norwich,2021,1,0.0,0.0,1.0,52.447105,1.025173
Norwich,2022,1,0.0,1.0,0.0,52.447105,1.025173
Nottingham,2001,1,0.0,1.0,0.0,52.97033,-1.176135
Nottingham,2003,2,0.0,0.0,2.0,52.97033,-1.176135
Nottingham,2004,1,0.0,1.0,0.0,52.97033,-1.176135
Nottingham,2005,1,0.0,1.0,0.0,52.97033,-1.176135
Nottingham,2011,1,0.0,1.0,0.0,52.97033,-1.176135
Nottingham,2013,2,0.0,2.0,0.0,52.97033,-1.176135
Nottingham,2015,1,0.0,1.0,0.0,52.97033,-1.176135
Nottingham,2018,1,0.0,1.0,0.0,52.97033,-1.176135
Nottwil,2014,1,0.0,1.0,0.0,47.14019,8.131047
Nuremberg,2008,2,1.0,0.0,1.0,49.473965,11.0636835
Nuremberg,2011,3,1.0,1.0,1.0,49.473965,11.0636835
Nuremberg,2013,3,2.0,0.0,1.0,49.473965,11.0636835
Nuremberg,2014,1,0.0,1.0,0.0,49.473965,11.0636835
Nuremberg,2015,1,0.0,1.0,0.0,49.473965,11.0636835
Nuremberg,2017,2,1.0,0.0,1.0,49.473965,11.0636835
Nuremberg,2021,1,0.0,1.0,0.0,49.473965,11.0636835
Nuremberg,2022,2,2.0,0.0,0.0,49.473965,11.0636835
Oakland,2017,2,0.0,1.0,1.0,37.822952,-122.27095
Odense,2013,2,0.0,1.0,1.0,55.402473,10.399535
Oldenburg,1999,1,0.0,1.0,0.0,53.15554,8.167174
Omsk,2022,1,0.0,1.0,0.0,56.15134,73.26536
Opava,2012,1,0.0,1.0,0.0,49.954475,17.874605
Orlando,1986,1,0.0,0.0,1.0,28.542252,-81.37703
Orlando,1993,1,1.0,0.0,0.0,28.542252,-81.37703
Ormskirk,2018,1,0.0,1.0,0.0,53.59866,-2.863933
Orono,2005,1,0.0,1.0,0.0,44.8989,-68.68323
Orono,2013,1,0.0,1.0,0.0,44.8989,-68.68323
Orono,2015,1,0.0,1.0,0.0,44.8989,-68.68323
Orono,2018,1,0.0,1.0,0.0,44.8989,-68.68323
Orono,2020,1,0.0,1.0,0.0,44.8989,-68.68323
Osaka,2023,1,0.0,0.0,1.0,34.430298,135.52954
Osan,2023,1,0.0,1.0,0.0,37.193607,127.02305
Oshawa,2018,1,0.0,0.0,1.0,43.87906,-78.80847
Oshawa,2019,1,1.0,0.0,0.0,43.87906,-78.80847
Oslo,1999,1,0.0,0.0,1.0,59.911743,10.746909
Oslo,2004,1,0.0,0.0,1.0,59.911743,10.746909
Oslo,2010,3,0.0,2.0,1.0,59.911743,10.746909
Oslo,2013,1,0.0,0.0,1.0,59.911743,10.746909
Oslo,2015,1,1.0,0.0,0.0,59.911743,10.746909
Oslo,2017,1,0.0,1.0,0.0,59.911743,10.746909
Oslo,2018,1,0.0,0.0,1.0,59.911743,10.746909
Ottawa,1991,1,0.0,1.0,0.0,45.42412,-75.68347
Ottawa,2003,1,0.0,1.0,0.0,45.42412,-75.68347
Ottawa,2008,1,0.0,1.0,0.0,45.42412,-75.68347
Ottawa,2011,1,0.0,1.0,0.0,45.42412,-75.68347
Ottawa,2014,1,1.0,0.0,0.0,45.42412,-75.68347
Ottawa,2017,2,1.0,1.0,0.0,45.42412,-75.68347
Ottawa,2021,2,0.0,1.0,1.0,45.42412,-75.68347
Ottawa,2022,1,0.0,0.0,1.0,45.42412,-75.68347
Oxford,1978,1,0.0,1.0,0.0,44.474113,-70.86044
Oxford,2002,1,0.0,1.0,0.0,44.474113,-70.86044
Oxford,2005,4,0.0,3.0,1.0,44.474113,-70.86044
Oxford,2010,1,0.0,1.0,0.0,44.474113,-70.86044
Oxford,2012,1,0.0,0.0,1.0,44.474113,-70.86044
Oxford,2013,1,0.0,0.0,1.0,44.474113,-70.86044
Oxford,2014,1,0.0,1.0,0.0,44.474113,-70.86044
Oxford,2016,1,0.0,0.0,1.0,44.474113,-70.86044
Oxford,2017,2,1.0,1.0,0.0,44.474113,-70.86044
Oxford,2019,3,0.0,1.0,2.0,44.474113,-70.86044
Oxford,2020,4,0.0,2.0,2.0,44.474113,-70.86044
Oxford,2021,1,1.0,0.0,0.0,44.474113,-70.86044
Oxford,2022,1,0.0,0.0,1.0,44.474113,-70.86044
Oxford,2023,2,0.0,1.0,1.0,44.474113,-70.86044
Paderborn,2000,1,0.0,1.0,0.0,51.713642,8.757499
Paderborn,2013,1,1.0,0.0,0.0,51.713642,8.757499
Padua,2022,1,0.0,0.0,1.0,45.40797,11.88586
Paisley,2003,1,0.0,1.0,0.0,55.83173,-4.43254
Palaiseau,2007,1,0.0,0.0,1.0,48.714558,2.242952
Palma,2007,1,0.0,0.0,1.0,39.55981,2.638175
Palma,2020,1,0.0,0.0,1.0,39.55981,2.638175
Panderma,2020,1,0.0,0.0,1.0,40.337597,27.935944
Paris,1973,1,0.0,1.0,0.0,48.847603,2.264079
Paris,2005,1,0.0,0.0,1.0,48.847603,2.264079
Paris,2007,1,0.0,0.0,1.0,48.847603,2.264079
Paris,2008,1,1.0,0.0,0.0,48.847603,2.264079
Paris,2010,1,0.0,0.0,1.0,48.847603,2.264079
Paris,2013,2,0.0,0.0,2.0,48.847603,2.264079
Paris,2014,2,0.0,2.0,0.0,48.847603,2.264079
Paris,2016,1,1.0,0.0,0.0,48.847603,2.264079
Paris,2017,5,4.0,0.0,1.0,48.847603,2.264079
Paris,2018,2,1.0,1.0,0.0,48.847603,2.264079
Paris,2019,3,0.0,0.0,3.0,48.847603,2.264079
Paris,2020,2,0.0,0.0,2.0,48.847603,2.264079
Paris,2022,1,0.0,0.0,1.0,48.847603,2.264079
Paris,2023,2,0.0,0.0,2.0,48.847603,2.264079
Parma,2007,1,0.0,1.0,0.0,44.808277,10.313269
Parma,2009,1,0.0,1.0,0.0,44.808277,10.313269
Pato Branco,2023,1,0.0,0.0,1.0,-26.22861,-52.67056
Pavia,2008,1,0.0,0.0,1.0,45.19205,9.15917
Perth,2021,1,0.0,1.0,0.0,56.395554,-3.428101
Perth,2022,1,0.0,0.0,1.0,56.395554,-3.428101
Peterborough,1992,1,0.0,0.0,1.0,43.05651,-72.42599
Peterborough,1995,1,0.0,0.0,1.0,43.05651,-72.42599
Pforzheim,2006,1,0.0,0.0,1.0,48.893417,8.704739
Philadelphia,1987,1,0.0,0.0,1.0,39.953423,-75.17269
Philadelphia,1996,1,0.0,0.0,1.0,39.953423,-75.17269
Philadelphia,2000,1,0.0,1.0,0.0,39.953423,-75.17269
Philadelphia,2018,4,0.0,1.0,3.0,39.953423,-75.17269
Philadelphia,2020,1,0.0,0.0,1.0,39.953423,-75.17269
Philadelphia,2021,1,0.0,0.0,1.0,39.953423,-75.17269
Philadelphia,2023,1,1.0,0.0,0.0,39.953423,-75.17269
Phnom Penh,2018,1,0.0,1.0,0.0,11.580469,104.88882
Piraeus,2005,1,0.0,1.0,0.0,37.9515,23.651432
Pisa,2016,1,0.0,1.0,0.0,43.71653,10.397595
Pisa,2017,1,0.0,1.0,0.0,43.71653,10.397595
Pisa,2019,1,0.0,0.0,1.0,43.71653,10.397595
Pisa,2020,1,0.0,0.0,1.0,43.71653,10.397595
Pisa,2021,1,1.0,0.0,0.0,43.71653,10.397595
Pittsburgh,2007,1,0.0,1.0,0.0,40.544117,-79.82761
Plymouth,2011,2,0.0,2.0,0.0,41.63589,-70.964165
Plymouth,2019,1,0.0,1.0,0.0,41.63589,-70.964165
Plymouth,2020,1,0.0,1.0,0.0,41.63589,-70.964165
Ponta Grossa,2023,1,0.0,0.0,1.0,-25.095,-50.16194
Pontypridd,1999,2,0.0,2.0,0.0,51.605057,-3.341916
Port Elizabeth,2021,1,1.0,0.0,0.0,-33.868755,25.567228
Porto,2017,1,0.0,1.0,0.0,41.14457,-8.606121
Portsmouth,1999,1,0.0,1.0,0.0,43.07912,-70.75857
Potsdam,2012,1,0.0,0.0,1.0,52.38699,13.122549
Poznan,2014,1,0.0,1.0,0.0,52.40692,16.92993
Poznan,2016,1,0.0,0.0,1.0,52.40692,16.92993
Poznan,2017,1,0.0,1.0,0.0,52.40692,16.92993
Poznan,2021,1,1.0,0.0,0.0,52.40692,16.92993
Poznan,2023,1,1.0,0.0,0.0,52.40692,16.92993
Prague,2003,1,1.0,0.0,0.0,50.0513,14.406754
Prague,2014,1,0.0,1.0,0.0,50.0513,14.406754
Prague,2015,2,1.0,1.0,0.0,50.0513,14.406754
Prague,2017,1,0.0,1.0,0.0,50.0513,14.406754
Prague,2018,4,1.0,3.0,0.0,50.0513,14.406754
Prague,2022,1,0.0,1.0,0.0,50.0513,14.406754
Preston,2001,1,0.0,1.0,0.0,53.764248,-2.703676
Pretoria,2003,1,0.0,1.0,0.0,-25.74486,28.18783
Pretoria,2007,1,0.0,1.0,0.0,-25.74486,28.18783
Pretoria,2020,2,0.0,1.0,1.0,-25.74486,28.18783
Pretoria,2021,1,0.0,0.0,1.0,-25.74486,28.18783
Pretoria,2022,1,0.0,0.0,1.0,-25.74486,28.18783
Prince George,2023,1,0.0,0.0,1.0,53.90531,-122.73498
Princeton,1974,1,0.0,1.0,0.0,40.35107,-74.65616
Princeton,1979,2,0.0,2.0,0.0,40.35107,-74.65616
Princeton,1983,1,0.0,1.0,0.0,40.35107,-74.65616
Princeton,1995,1,0.0,0.0,1.0,40.35107,-74.65616
Princeton,1996,1,1.0,0.0,0.0,40.35107,-74.65616
Princeton,2009,1,0.0,1.0,0.0,40.35107,-74.65616
Princeton,2018,1,0.0,0.0,1.0,40.35107,-74.65616
Princeton,2020,3,1.0,1.0,1.0,40.35107,-74.65616
Princeton,2022,1,0.0,0.0,1.0,40.35107,-74.65616
Princeton,2023,1,0.0,1.0,0.0,40.35107,-74.65616
Providence,1986,1,0.0,1.0,0.0,41.820942,-71.42378
Providence,1987,1,0.0,1.0,0.0,41.820942,-71.42378
Providence,2015,1,0.0,1.0,0.0,41.820942,-71.42378
Providence,2016,1,0.0,1.0,0.0,41.820942,-71.42378
Providence,2017,1,0.0,0.0,1.0,41.820942,-71.42378
Purchase,2005,2,0.0,2.0,0.0,41.010433,-73.69803
Putrajaya,2023,1,0.0,0.0,1.0,2.892128,101.78953
Quezon City,1967,1,1.0,0.0,0.0,14.633785,121.05583
Quezon City,2005,1,0.0,1.0,0.0,14.633785,121.05583
Quito,2022,1,1.0,0.0,0.0,-0.164862,-78.47264
Québec,2003,1,0.0,0.0,1.0,46.683422,-71.33194
Québec,2013,3,2.0,0.0,1.0,46.683422,-71.33194
Québec,2014,1,0.0,1.0,0.0,46.683422,-71.33194
Raleigh,1978,1,0.0,1.0,0.0,35.81917,-78.70574
Raleigh,1996,1,0.0,1.0,0.0,35.81917,-78.70574
Ramat Gan,2011,1,0.0,1.0,0.0,32.083893,34.8005
Ramat Gan,2014,1,0.0,1.0,0.0,32.083893,34.8005
Ranchi,2017,1,0.0,1.0,0.0,23.34316,85.3094
Reading,2008,1,0.0,1.0,0.0,51.453682,-0.968282
Reading,2013,1,0.0,0.0,1.0,51.453682,-0.968282
Recife,2023,1,1.0,0.0,0.0,-8.057983,-34.883064
Redmond,2018,1,0.0,0.0,1.0,47.648273,-122.14087
Rehovot,2020,1,0.0,0.0,1.0,31.911587,34.804737
Rennes,2004,5,0.0,5.0,0.0,48.11198,-1.67429
Reykjavik,2020,1,0.0,0.0,1.0,64.1409,-21.975338
Richmond,2009,1,0.0,1.0,0.0,49.18628,-123.070145
Richmond,2020,1,0.0,0.0,1.0,49.18628,-123.070145
Riga,2014,1,1.0,0.0,0.0,56.971775,24.174496
Riga,2021,1,0.0,0.0,1.0,56.971775,24.174496
Riga,2022,1,0.0,0.0,1.0,56.971775,24.174496
Rijeka,2015,1,0.0,0.0,1.0,45.32673,14.44241
Rio de Janeiro,2006,1,0.0,1.0,0.0,-22.878857,-43.00642
Rio de Janeiro,2008,1,0.0,1.0,0.0,-22.878857,-43.00642
Rio de Janeiro,2016,1,0.0,1.0,0.0,-22.878857,-43.00642
Rio de Janeiro,2017,1,0.0,0.0,1.0,-22.878857,-43.00642
Rio de Janeiro,2018,1,0.0,0.0,1.0,-22.878857,-43.00642
Riverside,2009,1,0.0,1.0,0.0,33.982952,-117.37352
Rome,1985,1,0.0,1.0,0.0,41.82523,12.468952
Rome,2014,1,1.0,0.0,0.0,41.82523,12.468952
Rome,2018,2,0.0,1.0,1.0,41.82523,12.468952
Rome,2019,1,0.0,0.0,1.0,41.82523,12.468952
Rome,2020,1,1.0,0.0,0.0,41.82523,12.468952
Rome,2021,1,0.0,1.0,0.0,41.82523,12.468952
Rome,2023,1,0.0,1.0,0.0,41.82523,12.468952
Rondebosch,2000,1,0.0,1.0,0.0,-33.96333,18.47639
