city,year,n_total,n_solo_country,n_solo_author,n_collab,latitude,longitude
Rondebosch,2002,2,0.0,1.0,1.0,-33.96333,18.47639
Rondebosch,2004,1,0.0,1.0,0.0,-33.96333,18.47639
Rondebosch,2005,1,0.0,1.0,0.0,-33.96333,18.47639
Rondebosch,2019,1,1.0,0.0,0.0,-33.96333,18.47639
Rondebosch,2020,1,0.0,1.0,0.0,-33.96333,18.47639
Roskilde,2022,1,0.0,0.0,1.0,55.69538,12.101894
Rotterdam,1988,1,0.0,0.0,1.0,51.948593,4.54058
Rotterdam,1991,1,0.0,0.0,1.0,51.948593,4.54058
Rotterdam,1997,1,0.0,1.0,0.0,51.948593,4.54058
Rotterdam,2014,1,0.0,1.0,0.0,51.948593,4.54058
Rotterdam,2017,1,0.0,0.0,1.0,51.948593,4.54058
Rotterdam,2023,2,1.0,0.0,1.0,51.948593,4.54058
Rēzekne,2023,1,0.0,1.0,0.0,56.5044,27.330114
Saarbrücken,2022,1,1.0,0.0,0.0,49.257847,7.041066
Saint Augustine,2018,1,0.0,0.0,1.0,29.86653,-81.3193
Saint Charles,2020,1,0.0,0.0,1.0,38.78779,-90.49988
Saint Gallen,2014,1,0.0,1.0,0.0,47.42391,9.37477
Saint Paul,1993,1,0.0,0.0,1.0,44.94772,-93.097084
Saint Petersburg,2022,1,0.0,1.0,0.0,60.02477,30.390882
Saint-Etienne,2015,1,0.0,1.0,0.0,45.439056,4.441524
Saint-Martin-d'Hères,2019,2,0.0,1.0,1.0,45.1787,5.76281
Salford,2022,1,0.0,1.0,0.0,53.48771,-2.29042
Salisbury,1950,1,0.0,1.0,0.0,35.666367,-80.46847
Salisbury,2021,1,0.0,0.0,1.0,35.666367,-80.46847
Salt Lake City,2019,1,0.0,1.0,0.0,40.732635,-111.97769
Salzburg,2022,1,0.0,1.0,0.0,47.81432,13.043039
San Antonio,2014,1,0.0,0.0,1.0,29.456278,-98.663284
San Antonio,2020,1,0.0,1.0,0.0,29.456278,-98.663284
San Antonio,2021,1,1.0,0.0,0.0,29.456278,-98.663284
San Diego,2010,2,0.0,2.0,0.0,32.90368,-117.18272
San Diego,2015,1,0.0,1.0,0.0,32.90368,-117.18272
San Diego,2017,1,0.0,0.0,1.0,32.90368,-117.18272
San Diego,2018,1,0.0,0.0,1.0,32.90368,-117.18272
San Diego,2019,5,0.0,2.0,3.0,32.90368,-117.18272
San Diego,2020,1,0.0,1.0,0.0,32.90368,-117.18272
San Diego,2021,1,0.0,0.0,1.0,32.90368,-117.18272
San Diego,2023,1,0.0,0.0,1.0,32.90368,-117.18272
San Francisco,2010,2,0.0,1.0,1.0,37.758163,-122.3911
San Nicolás de los Garza,2022,1,0.0,0.0,1.0,25.727222,-100.31028
Sankt Augustin,2023,1,0.0,1.0,0.0,50.774536,7.175419
Santa Barbara,1998,1,0.0,1.0,0.0,34.422543,-119.6989
Santa Monica,2018,1,0.0,0.0,1.0,34.0268,-118.48227
Santiago,2007,1,1.0,0.0,0.0,-33.392876,-70.793205
Santiago,2012,1,0.0,0.0,1.0,-33.392876,-70.793205
Santiago,2014,1,0.0,1.0,0.0,-33.392876,-70.793205
Santiago,2015,1,0.0,1.0,0.0,-33.392876,-70.793205
Santiago,2023,2,0.0,1.0,1.0,-33.392876,-70.793205
Santiago de Cali,2022,1,0.0,1.0,0.0,3.464248,-76.52565
Santos,2023,1,1.0,0.0,0.0,-23.97212,-46.30197
Sarajevo,2018,1,0.0,0.0,1.0,43.850876,18.382061
Seattle,1978,1,0.0,1.0,0.0,47.677357,-122.34964
Seattle,2008,1,0.0,1.0,0.0,47.677357,-122.34964
Segovia,2017,1,0.0,1.0,0.0,40.94808,-4.11839
Seoul,2006,1,0.0,0.0,1.0,37.58254,126.98937
Seoul,2012,1,0.0,1.0,0.0,37.58254,126.98937
Seoul,2019,2,0.0,1.0,1.0,37.58254,126.98937
Seoul,2020,2,2.0,0.0,0.0,37.58254,126.98937
Seoul,2021,2,1.0,1.0,0.0,37.58254,126.98937
Seoul,2022,1,1.0,0.0,0.0,37.58254,126.98937
Seoul,2023,8,0.0,6.0,2.0,37.58254,126.98937
Seoul,2024,1,0.0,0.0,1.0,37.58254,126.98937
Seville,2012,1,0.0,1.0,0.0,37.37261,-5.995587
Seville,2016,1,0.0,1.0,0.0,37.37261,-5.995587
Seville,2019,1,1.0,0.0,0.0,37.37261,-5.995587
Shah Alam,2018,1,1.0,0.0,0.0,3.074348,101.51431
Shanghai,2009,1,0.0,1.0,0.0,31.22222,121.45806
Shanghai,2016,1,0.0,1.0,0.0,31.22222,121.45806
Shanghai,2018,1,0.0,1.0,0.0,31.22222,121.45806
Shanghai,2019,1,0.0,0.0,1.0,31.22222,121.45806
Shanghai,2022,1,0.0,1.0,0.0,31.22222,121.45806
Shanghai,2023,1,0.0,0.0,1.0,31.22222,121.45806
Shanxi,2003,1,0.0,1.0,0.0,36.61919,109.46259
Shatin,2019,1,0.0,0.0,1.0,22.37882,114.20147
Sheboygan,2020,1,0.0,0.0,1.0,43.75234,-87.71358
Sheffield,2012,2,0.0,0.0,2.0,53.39843,-1.408925
Sheffield,2017,1,0.0,1.0,0.0,53.39843,-1.408925
Sheffield,2023,1,0.0,0.0,1.0,53.39843,-1.408925
Shenyang,2005,1,0.0,1.0,0.0,41.79222,123.43278
Shenzhen,2006,1,0.0,1.0,0.0,22.54554,114.0683
Shijiazhuang,2018,1,1.0,0.0,0.0,38.04139,114.47861
Shillong,2023,1,0.0,0.0,1.0,25.566147,91.90118
Siegen,2010,1,0.0,0.0,1.0,50.8512,8.01835
Silang,2014,1,0.0,1.0,0.0,14.219486,121.036934
Siloam Springs,2013,1,0.0,1.0,0.0,36.19,-94.55861
Siuntio,2010,1,0.0,0.0,1.0,60.120857,24.288204
Siuntio,2013,1,1.0,0.0,0.0,60.120857,24.288204
Siuntio,2014,2,0.0,1.0,1.0,60.120857,24.288204
Siuntio,2017,2,1.0,0.0,1.0,60.120857,24.288204
Siuntio,2020,1,0.0,0.0,1.0,60.120857,24.288204
Skopje,2013,1,0.0,0.0,1.0,41.97334,21.392645
Skopje,2020,1,0.0,1.0,0.0,41.97334,21.392645
Sofia,2006,1,0.0,0.0,1.0,42.67496,23.369762
Sofia,2017,1,0.0,1.0,0.0,42.67496,23.369762
Sofia,2019,1,0.0,0.0,1.0,42.67496,23.369762
Sofia,2020,1,1.0,0.0,0.0,42.67496,23.369762
Sofia,2022,1,0.0,0.0,1.0,42.67496,23.369762
Sonīpat,2023,1,0.0,1.0,0.0,28.99478,77.01937
Southampton,2004,1,0.0,1.0,0.0,50.91689,-1.52145
Southampton,2022,1,0.0,1.0,0.0,50.91689,-1.52145
Southampton,2023,1,0.0,0.0,1.0,50.91689,-1.52145
Speyer,2014,1,0.0,0.0,1.0,49.32083,8.43111
Split,2015,1,1.0,0.0,0.0,43.50891,16.43915
St Andrews,2010,1,1.0,0.0,0.0,56.33871,-2.79902
St Andrews,2011,2,0.0,0.0,2.0,56.33871,-2.79902
St Andrews,2017,2,2.0,0.0,0.0,56.33871,-2.79902
St Andrews,2018,1,1.0,0.0,0.0,56.33871,-2.79902
St Louis,1968,1,0.0,1.0,0.0,38.628883,-90.27343
St Louis,2009,1,0.0,0.0,1.0,38.628883,-90.27343
St Louis,2014,3,0.0,0.0,3.0,38.628883,-90.27343
St Louis,2017,1,0.0,0.0,1.0,38.628883,-90.27343
St Louis,2023,1,0.0,0.0,1.0,38.628883,-90.27343
St. Petersburg,2005,1,0.0,1.0,0.0,27.760868,-82.63269
Stanford,1976,1,0.0,0.0,1.0,37.42411,-122.16608
Stanford,1983,1,0.0,1.0,0.0,37.42411,-122.16608
Stanford,2010,1,0.0,1.0,0.0,37.42411,-122.16608
Stanford,2013,1,0.0,1.0,0.0,37.42411,-122.16608
Stanford,2017,1,0.0,0.0,1.0,37.42411,-122.16608
Stanford,2018,2,0.0,0.0,2.0,37.42411,-122.16608
Stanford,2019,1,0.0,1.0,0.0,37.42411,-122.16608
Stanford,2020,2,2.0,0.0,0.0,37.42411,-122.16608
Stanford,2021,1,1.0,0.0,0.0,37.42411,-122.16608
Stanford,2023,1,1.0,0.0,0.0,37.42411,-122.16608
State College,1973,1,0.0,1.0,0.0,40.82752,-77.80003
Staten Island,2013,1,0.0,1.0,0.0,40.6145,-74.15044
Stellenbosch,2017,1,0.0,1.0,0.0,-33.942394,18.847818
Stellenbosch,2021,2,0.0,1.0,1.0,-33.942394,18.847818
Stellenbosch,2023,1,1.0,0.0,0.0,-33.942394,18.847818
Stirling,2001,1,0.0,1.0,0.0,56.118156,-3.928458
Stockholm,2000,1,0.0,1.0,0.0,59.30121,18.088823
Stockholm,2003,1,0.0,0.0,1.0,59.30121,18.088823
Stockholm,2010,1,0.0,1.0,0.0,59.30121,18.088823
Stockholm,2011,2,0.0,2.0,0.0,59.30121,18.088823
Stockholm,2012,1,0.0,1.0,0.0,59.30121,18.088823
Stockholm,2016,1,0.0,0.0,1.0,59.30121,18.088823
Stockholm,2017,2,0.0,2.0,0.0,59.30121,18.088823
Stockholm,2018,2,0.0,0.0,2.0,59.30121,18.088823
Stockholm,2019,1,0.0,0.0,1.0,59.30121,18.088823
Stockholm,2020,1,0.0,0.0,1.0,59.30121,18.088823
Stockholm,2021,1,0.0,1.0,0.0,59.30121,18.088823
Stockholm,2024,1,0.0,1.0,0.0,59.30121,18.088823
Stoke-on-Trent,2020,1,0.0,1.0,0.0,52.98437,-1.990211
Stony Brook,2005,2,0.0,1.0,1.0,40.91817,-73.145004
Stony Brook,2012,1,0.0,0.0,1.0,40.91817,-73.145004
Stony Brook,2023,1,0.0,0.0,1.0,40.91817,-73.145004
Storrs,1981,1,1.0,0.0,0.0,41.807167,-72.2525
Strasbourg,2023,1,0.0,1.0,0.0,48.582645,7.750853
Suita,2021,1,0.0,1.0,0.0,34.81296,135.52968
Suita,2023,1,0.0,1.0,0.0,34.81296,135.52968
Sundsvall,2003,1,0.0,0.0,1.0,62.393322,17.283142
Sunshine Coast,2019,1,0.0,0.0,1.0,-26.65682,153.07954
Suwon,2021,1,0.0,1.0,0.0,37.281296,127.005905
Suwon,2023,1,0.0,0.0,1.0,37.281296,127.005905
Swindon,1984,1,1.0,0.0,0.0,51.58231,-1.753396
Swindon,2017,1,0.0,0.0,1.0,51.58231,-1.753396
Sydney,1987,1,0.0,0.0,1.0,-33.8659,151.2116
Sydney,1989,1,1.0,0.0,0.0,-33.8659,151.2116
Sydney,1997,1,0.0,0.0,1.0,-33.8659,151.2116
Sydney,1998,1,0.0,1.0,0.0,-33.8659,151.2116
Sydney,2000,1,0.0,0.0,1.0,-33.8659,151.2116
Sydney,2004,1,0.0,1.0,0.0,-33.8659,151.2116
Sydney,2013,1,0.0,0.0,1.0,-33.8659,151.2116
Sydney,2017,2,0.0,2.0,0.0,-33.8659,151.2116
Sydney,2018,1,0.0,0.0,1.0,-33.8659,151.2116
Sydney,2019,5,1.0,3.0,1.0,-33.8659,151.2116
Sydney,2020,4,0.0,2.0,2.0,-33.8659,151.2116
Sydney,2022,2,1.0,1.0,0.0,-33.8659,151.2116
Sydney,2023,4,0.0,1.0,3.0,-33.8659,151.2116
Sydney,2024,1,0.0,1.0,0.0,-33.8659,151.2116
Syracuse,2017,1,1.0,0.0,0.0,43.049297,-76.15321
Syracuse,2019,1,0.0,0.0,1.0,43.049297,-76.15321
Syracuse,2021,1,1.0,0.0,0.0,43.049297,-76.15321
São Luís,2009,1,0.0,1.0,0.0,-2.52972,-44.30278
São Luís,2015,1,0.0,1.0,0.0,-2.52972,-44.30278
São Luís,2019,1,1.0,0.0,0.0,-2.52972,-44.30278
São Luís,2023,1,0.0,1.0,0.0,-2.52972,-44.30278
São Paulo,2011,1,0.0,1.0,0.0,-23.62462,-46.60952
Taipei,2022,1,0.0,0.0,1.0,25.06109,121.541756
Takasaki,2017,1,0.0,1.0,0.0,36.298466,139.07939
Talence,2012,1,0.0,0.0,1.0,44.807922,-0.575219
Tallahassee,2018,1,0.0,0.0,1.0,30.46203,-84.23012
Tallahassee,2020,1,0.0,0.0,1.0,30.46203,-84.23012
Tallahassee,2023,1,0.0,1.0,0.0,30.46203,-84.23012
Tallinn,2016,1,0.0,1.0,0.0,59.43696,24.75353
Tampere,1994,1,0.0,0.0,1.0,61.45069,23.864182
Tampere,1998,1,0.0,0.0,1.0,61.45069,23.864182
Tampere,2014,1,1.0,0.0,0.0,61.45069,23.864182
Tampere,2016,4,1.0,1.0,2.0,61.45069,23.864182
Tampere,2017,1,0.0,0.0,1.0,61.45069,23.864182
Tampere,2018,2,0.0,0.0,2.0,61.45069,23.864182
Tampere,2019,6,0.0,3.0,3.0,61.45069,23.864182
Tampere,2020,2,0.0,1.0,1.0,61.45069,23.864182
Tampere,2023,4,1.0,2.0,1.0,61.45069,23.864182
Tangerang,2020,1,0.0,1.0,0.0,-6.255909,106.60906
Tbilisi,2017,1,0.0,1.0,0.0,41.69411,44.83368
Tel Aviv,1987,1,0.0,0.0,1.0,32.109035,34.805885
Tel Aviv,2012,1,0.0,0.0,1.0,32.109035,34.805885
Tel Aviv,2022,1,0.0,0.0,1.0,32.109035,34.805885
Tempe,2017,1,1.0,0.0,0.0,33.39727,-111.95065
Tempe,2023,1,0.0,0.0,1.0,33.39727,-111.95065
Temuco,2016,1,0.0,1.0,0.0,-38.73965,-72.59842
Teresina,2015,1,0.0,0.0,1.0,-5.096159,-42.79901
Teresina,2018,1,0.0,0.0,1.0,-5.096159,-42.79901
Ternopil,2020,1,1.0,0.0,0.0,49.55404,25.59067
Terre Haute,2021,1,1.0,0.0,0.0,39.467674,-87.40321
Thais,2012,1,0.0,1.0,0.0,46.75749,0.91021
The Hague,1994,1,1.0,0.0,0.0,52.08696,4.333363
The Hague,1996,2,2.0,0.0,0.0,52.08696,4.333363
The Hague,1997,1,0.0,1.0,0.0,52.08696,4.333363
The Hague,1998,1,0.0,1.0,0.0,52.08696,4.333363
The Hague,2004,2,0.0,2.0,0.0,52.08696,4.333363
The Hague,2010,1,0.0,1.0,0.0,52.08696,4.333363
Thiruvananthapuram,2015,1,1.0,0.0,0.0,8.507783,76.94861
Thiruvananthapuram,2017,2,0.0,2.0,0.0,8.507783,76.94861
Thiruvananthapuram,2021,1,0.0,1.0,0.0,8.507783,76.94861
Thiverval-Grignon,2000,1,1.0,0.0,0.0,48.84964,1.91729
Thiverval-Grignon,2019,1,0.0,0.0,1.0,48.84964,1.91729
Tianjin,2011,1,0.0,1.0,0.0,38.951958,117.41502
Tilburg,1993,1,0.0,1.0,0.0,51.589497,5.0538526
Tilburg,1995,1,0.0,1.0,0.0,51.589497,5.0538526
Tilburg,2000,1,0.0,1.0,0.0,51.589497,5.0538526
Tilburg,2019,2,0.0,1.0,1.0,51.589497,5.0538526
Tilburg,2020,1,0.0,0.0,1.0,51.589497,5.0538526
Tilburg,2022,3,1.0,1.0,1.0,51.589497,5.0538526
Tilburg,2023,2,2.0,0.0,0.0,51.589497,5.0538526
Tlalpan,2024,1,0.0,1.0,0.0,19.29513,-99.16206
Tokyo,1987,1,1.0,0.0,0.0,35.718357,139.7058
Tokyo,1997,1,0.0,0.0,1.0,35.718357,139.7058
Tokyo,2017,1,0.0,0.0,1.0,35.718357,139.7058
Tokyo,2018,3,0.0,2.0,1.0,35.718357,139.7058
Tokyo,2019,1,0.0,1.0,0.0,35.718357,139.7058
Tokyo,2020,1,1.0,0.0,0.0,35.718357,139.7058
Tokyo,2021,1,0.0,0.0,1.0,35.718357,139.7058
Tokyo,2023,2,0.0,0.0,2.0,35.718357,139.7058
Tomsk,2019,1,1.0,0.0,0.0,56.497913,84.96626
Toronto,1996,1,0.0,1.0,0.0,43.659924,-79.388626
Toronto,2009,1,0.0,0.0,1.0,43.659924,-79.388626
Toronto,2013,1,0.0,1.0,0.0,43.659924,-79.388626
Toronto,2014,1,1.0,0.0,0.0,43.659924,-79.388626
Toronto,2017,3,1.0,2.0,0.0,43.659924,-79.388626
Toronto,2018,6,1.0,1.0,4.0,43.659924,-79.388626
Toronto,2019,3,2.0,0.0,1.0,43.659924,-79.388626
Toronto,2020,3,0.0,2.0,1.0,43.659924,-79.388626
Toronto,2021,11,1.0,8.0,2.0,43.659924,-79.388626
Toronto,2023,6,0.0,5.0,1.0,43.659924,-79.388626
Toulouse,2015,1,0.0,0.0,1.0,43.60426,1.44367
Toulouse,2022,1,0.0,1.0,0.0,43.60426,1.44367
Townsville,1977,1,0.0,1.0,0.0,-19.37514,146.81076
Towson,2021,1,0.0,0.0,1.0,39.414307,-76.628716
Tripoli,2015,1,0.0,1.0,0.0,32.88743,13.18733
Troy,2021,1,0.0,1.0,0.0,42.555576,-83.15041
Tsarskoye Selo,1977,1,1.0,0.0,0.0,59.739822,30.38869
Tsukuba,2018,1,0.0,0.0,1.0,36.080692,140.12383
Tuen Mun,2008,1,0.0,1.0,0.0,22.397114,113.96974
Tulsa,2006,1,0.0,1.0,0.0,36.176514,-95.87932
Turin,1999,2,1.0,0.0,1.0,45.102566,7.765658
Turin,2004,1,0.0,0.0,1.0,45.102566,7.765658
Turin,2009,1,0.0,1.0,0.0,45.102566,7.765658
Turin,2010,2,0.0,0.0,2.0,45.102566,7.765658
Turin,2011,3,0.0,3.0,0.0,45.102566,7.765658
Turin,2012,2,1.0,0.0,1.0,45.102566,7.765658
Turin,2013,2,0.0,1.0,1.0,45.102566,7.765658
Turin,2014,1,0.0,1.0,0.0,45.102566,7.765658
Turin,2015,1,0.0,1.0,0.0,45.102566,7.765658
Turin,2017,1,0.0,0.0,1.0,45.102566,7.765658
Turin,2018,2,0.0,0.0,2.0,45.102566,7.765658
Turin,2019,1,1.0,0.0,0.0,45.102566,7.765658
Turku,2010,1,0.0,0.0,1.0,60.44657,22.258669
Turku,2019,1,0.0,1.0,0.0,60.44657,22.258669
Turku,2020,2,0.0,0.0,2.0,60.44657,22.258669
Turku,2022,1,0.0,0.0,1.0,60.44657,22.258669
Turku,2023,1,0.0,0.0,1.0,60.44657,22.258669
Turlock,2022,1,0.0,1.0,0.0,37.49466,-120.84659
Tuscaloosa,2021,1,0.0,1.0,0.0,33.20984,-87.56917
Tübingen,2017,1,0.0,1.0,0.0,48.5152,9.059589
Tübingen,2021,1,0.0,1.0,0.0,48.5152,9.059589
Tübingen,2022,1,0.0,0.0,1.0,48.5152,9.059589
Ufa,2020,1,0.0,1.0,0.0,54.740334,55.97003
Umeå,1995,1,0.0,1.0,0.0,63.829,20.258774
Umeå,2006,1,0.0,0.0,1.0,63.829,20.258774
Umeå,2014,1,1.0,0.0,0.0,63.829,20.258774
Uppsala,1997,1,0.0,0.0,1.0,59.86453,17.641321
Uppsala,2013,1,0.0,1.0,0.0,59.86453,17.641321
Uppsala,2020,2,0.0,0.0,2.0,59.86453,17.641321
Urbana,1998,1,0.0,0.0,1.0,40.094997,-88.24004
Urbana,2021,1,0.0,1.0,0.0,40.094997,-88.24004
Urbana,2023,3,0.0,2.0,1.0,40.094997,-88.24004
Utrecht,1997,1,0.0,0.0,1.0,52.093388,5.120935
Utrecht,2000,1,0.0,1.0,0.0,52.093388,5.120935
Utrecht,2006,1,0.0,1.0,0.0,52.093388,5.120935
Utrecht,2014,1,0.0,1.0,0.0,52.093388,5.120935
Utrecht,2018,1,0.0,0.0,1.0,52.093388,5.120935
Utrecht,2019,1,0.0,0.0,1.0,52.093388,5.120935
Utrecht,2021,1,1.0,0.0,0.0,52.093388,5.120935
Utrecht,2023,1,1.0,0.0,0.0,52.093388,5.120935
Valdivia,2019,1,0.0,1.0,0.0,-39.81422,-73.24589
Valdivia,2023,2,0.0,0.0,2.0,-39.81422,-73.24589
Valencia,2019,1,0.0,1.0,0.0,39.47156,-0.378746
Valencia,2023,1,0.0,1.0,0.0,39.47156,-0.378746
Valencia,2024,1,1.0,0.0,0.0,39.47156,-0.378746
Valladolid,2020,1,0.0,0.0,1.0,41.65518,-4.72372
Vallendar,2021,1,0.0,1.0,0.0,50.39586,7.62427
Vallendar,2024,1,0.0,0.0,1.0,50.39586,7.62427
Valparaiso,2017,1,0.0,1.0,0.0,41.469078,-87.05908
Valparaíso,2003,1,0.0,1.0,0.0,-33.039932,-71.62545
Valparaíso,2022,1,1.0,0.0,0.0,-33.039932,-71.62545
Vancouver,1973,1,0.0,1.0,0.0,49.27052,-123.134476
Vancouver,1978,1,0.0,0.0,1.0,49.27052,-123.134476
Vancouver,1979,1,1.0,0.0,0.0,49.27052,-123.134476
Vancouver,2009,2,0.0,0.0,2.0,49.27052,-123.134476
Vancouver,2019,4,0.0,1.0,3.0,49.27052,-123.134476
Vancouver,2020,2,0.0,0.0,2.0,49.27052,-123.134476
Vancouver,2021,1,0.0,0.0,1.0,49.27052,-123.134476
Vaxjo,2024,1,0.0,0.0,1.0,56.90787,14.840417
Vechta,2017,1,0.0,0.0,1.0,52.721233,8.293898
Verona,1990,1,0.0,1.0,0.0,42.991184,-89.52846
Verona,2015,1,0.0,1.0,0.0,42.991184,-89.52846
Victoria,2024,3,1.0,0.0,2.0,48.564682,-123.413506
Viedma,2013,1,0.0,1.0,0.0,-40.81345,-62.99668
Vienna,1974,1,0.0,1.0,0.0,48.197247,16.352657
Vienna,1984,1,1.0,0.0,0.0,48.197247,16.352657
Vienna,2012,2,0.0,0.0,2.0,48.197247,16.352657
Vienna,2015,1,0.0,1.0,0.0,48.197247,16.352657
Vienna,2021,1,0.0,1.0,0.0,48.197247,16.352657
Vienna,2022,1,1.0,0.0,0.0,48.197247,16.352657
Vienna,2023,2,1.0,1.0,0.0,48.197247,16.352657
Vienna,2024,1,0.0,1.0,0.0,48.197247,16.352657
Villejuif,2009,1,0.0,1.0,0.0,48.7939,2.35992
Villejuif,2010,2,0.0,2.0,0.0,48.7939,2.35992
Villejuif,2012,1,0.0,0.0,1.0,48.7939,2.35992
Villejuif,2014,1,0.0,0.0,1.0,48.7939,2.35992
Vilnius,2015,1,0.0,1.0,0.0,54.688908,25.275175
Vilnius,2016,1,1.0,0.0,0.0,54.688908,25.275175
Vinnytsia,2020,1,1.0,0.0,0.0,49.2322,28.46871
Vladivostok,2023,1,0.0,1.0,0.0,43.126415,131.9084
Wageningen,2020,1,1.0,0.0,0.0,51.95925,5.647204
Wageningen,2023,1,0.0,0.0,1.0,51.95925,5.647204
Waltham,1987,1,0.0,0.0,1.0,50.93009,-1.202311
Warsaw,2011,2,0.0,0.0,2.0,52.260944,21.038343
Warsaw,2012,1,0.0,0.0,1.0,52.260944,21.038343
Warsaw,2014,1,0.0,1.0,0.0,52.260944,21.038343
Warsaw,2017,2,0.0,2.0,0.0,52.260944,21.038343
Warsaw,2019,1,0.0,1.0,0.0,52.260944,21.038343
Warsaw,2021,2,0.0,1.0,1.0,52.260944,21.038343
Warsaw,2022,5,0.0,0.0,5.0,52.260944,21.038343
Washington,1980,1,0.0,1.0,0.0,38.89511,-77.03637
Washington,1986,1,0.0,0.0,1.0,38.89511,-77.03637
Washington,1993,1,0.0,0.0,1.0,38.89511,-77.03637
Washington,1994,1,0.0,0.0,1.0,38.89511,-77.03637
Washington,1999,1,0.0,0.0,1.0,38.89511,-77.03637
Washington,2003,2,0.0,0.0,2.0,38.89511,-77.03637
Washington,2005,1,0.0,0.0,1.0,38.89511,-77.03637
Washington,2006,1,0.0,0.0,1.0,38.89511,-77.03637
Washington,2011,1,1.0,0.0,0.0,38.89511,-77.03637
Washington,2013,1,1.0,0.0,0.0,38.89511,-77.03637
Washington,2014,1,0.0,0.0,1.0,38.89511,-77.03637
Washington,2016,1,0.0,1.0,0.0,38.89511,-77.03637
Washington,2017,1,0.0,0.0,1.0,38.89511,-77.03637
Washington,2018,8,3.0,3.0,2.0,38.89511,-77.03637
Washington,2019,1,0.0,1.0,0.0,38.89511,-77.03637
Washington,2020,1,0.0,0.0,1.0,38.89511,-77.03637
Washington,2021,4,0.0,3.0,1.0,38.89511,-77.03637
Washington,2023,1,0.0,0.0,1.0,38.89511,-77.03637
Washington,2024,1,0.0,0.0,1.0,38.89511,-77.03637
Washington D.C.,1981,1,0.0,0.0,1.0,38.910824,-77.055855
Washington D.C.,1990,1,0.0,1.0,0.0,38.910824,-77.055855
Washington D.C.,1991,1,0.0,0.0,1.0,38.910824,-77.055855
Washington D.C.,1994,1,1.0,0.0,0.0,38.910824,-77.055855
Washington D.C.,1995,1,0.0,1.0,0.0,38.910824,-77.055855
Washington D.C.,1998,1,0.0,1.0,0.0,38.910824,-77.055855
Washington D.C.,1999,1,0.0,0.0,1.0,38.910824,-77.055855
Washington D.C.,2002,1,0.0,1.0,0.0,38.910824,-77.055855
Washington D.C.,2004,2,0.0,2.0,0.0,38.910824,-77.055855
Washington D.C.,2006,2,0.0,0.0,2.0,38.910824,-77.055855
Washington D.C.,2008,2,0.0,0.0,2.0,38.910824,-77.055855
Washington D.C.,2011,1,0.0,1.0,0.0,38.910824,-77.055855
Washington D.C.,2012,1,0.0,0.0,1.0,38.910824,-77.055855
Washington D.C.,2015,1,0.0,0.0,1.0,38.910824,-77.055855
Washington D.C.,2016,2,0.0,1.0,1.0,38.910824,-77.055855
Washington D.C.,2017,3,0.0,3.0,0.0,38.910824,-77.055855
Washington D.C.,2018,5,2.0,1.0,2.0,38.910824,-77.055855
Washington D.C.,2019,3,0.0,3.0,0.0,38.910824,-77.055855
Washington D.C.,2020,3,2.0,1.0,0.0,38.910824,-77.055855
Washington D.C.,2021,1,0.0,0.0,1.0,38.910824,-77.055855
Waterloo,2007,1,0.0,1.0,0.0,50.71118,4.409325
Waterloo,2011,1,0.0,1.0,0.0,50.71118,4.409325
Waterloo,2015,2,0.0,1.0,1.0,50.71118,4.409325
Waterloo,2018,1,0.0,1.0,0.0,50.71118,4.409325
Waterloo,2020,1,0.0,0.0,1.0,50.71118,4.409325
Waterloo,2023,1,1.0,0.0,0.0,50.71118,4.409325
Waterloo,2024,1,0.0,0.0,1.0,50.71118,4.409325
Wellesley,1986,1,0.0,0.0,1.0,42.325855,-71.26041
Wellesley,2008,1,0.0,0.0,1.0,42.325855,-71.26041
Wellington,2010,1,1.0,0.0,0.0,-41.284924,174.77254
Wellington,2016,3,1.0,2.0,0.0,-41.284924,174.77254
Wellington,2021,1,1.0,0.0,0.0,-41.284924,174.77254
West Lafayette,2024,1,0.0,1.0,0.0,40.46,-86.92902
West Long Branch,2005,1,0.0,0.0,1.0,40.29039,-74.01764
West Point,2020,1,0.0,0.0,1.0,33.63963,-88.77712
Wiesbaden,2014,1,0.0,0.0,1.0,50.08603,8.22587
Wiesbaden,2018,7,0.0,7.0,0.0,50.08603,8.22587
Wiesbaden,2019,1,0.0,1.0,0.0,50.08603,8.22587
Williamsport,2021,1,0.0,1.0,0.0,41.24334,-77.0018
Williamstown,2012,1,0.0,0.0,1.0,42.694492,-73.207016
Wilmington,2022,1,0.0,1.0,0.0,39.745213,-75.54749
Windisch,2019,1,0.0,1.0,0.0,47.361122,7.867154
Winnipeg,1992,1,0.0,0.0,1.0,49.911392,-97.133606
Winnipeg,1993,1,1.0,0.0,0.0,49.911392,-97.133606
Winnipeg,1994,1,1.0,0.0,0.0,49.911392,-97.133606
Winnipeg,1995,1,0.0,0.0,1.0,49.911392,-97.133606
Winnipeg,2009,1,0.0,0.0,1.0,49.911392,-97.133606
Winnipeg,2013,3,2.0,1.0,0.0,49.911392,-97.133606
Winnipeg,2014,2,1.0,1.0,0.0,49.911392,-97.133606
Winnipeg,2015,1,0.0,1.0,0.0,49.911392,-97.133606
Winnipeg,2016,1,1.0,0.0,0.0,49.911392,-97.133606
Winnipeg,2017,3,2.0,0.0,1.0,49.911392,-97.133606
Winnipeg,2018,3,1.0,1.0,1.0,49.911392,-97.133606
Winnipeg,2019,3,2.0,0.0,1.0,49.911392,-97.133606
