country_name,country,year,n_total,n_solo_country,n_solo_author,n_collab,unique_authors,Community
South Africa,ZA,2006,1,1.0,0.0,0.0,32,1
South Africa,ZA,2007,1,0.0,1.0,0.0,32,1
South Africa,ZA,2008,1,0.0,1.0,0.0,32,1
South Africa,ZA,2009,1,0.0,0.0,1.0,32,1
South Africa,ZA,2013,1,0.0,1.0,0.0,32,1
South Africa,ZA,2015,1,0.0,1.0,0.0,32,1
South Africa,ZA,2017,1,0.0,1.0,0.0,32,1
South Africa,ZA,2019,1,1.0,0.0,0.0,32,1
South Africa,ZA,2020,4,0.0,3.0,1.0,32,1
South Africa,ZA,2021,4,1.0,2.0,1.0,32,1
South Africa,ZA,2022,1,1.0,0.0,0.0,32,1
South Africa,ZA,2023,2,1.0,1.0,0.0,32,1
