id,id_cleaned,year,score_foster,score_lee,score_wang,score_uzzi,DI1,DI5,DI5nok,DI1nok,Breadth,Depth
https://openalex.org/W2471857960,2471857960,2016,0.0,1.5933808820711202,0.0,-1.4841297930800375,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2591892113,2591892113,2016,0.8571428571428571,-4.01532257526595,0.8290036079858076,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2110815613,2110815613,1996,0.8624338624338624,-1.4814590757992225,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W1483340052,1483340052,1993,0.6190476190476191,0.43312604348040457,2.490812012268275,-0.04921095949408172,1.0,1.0,1.0,1.0,0.42857142857142855,0.5714285714285714
https://openalex.org/W1665228730,1665228730,2009,0.7592051431911163,0.5558470365399782,16.64749790223168,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W1502701254,1502701254,1979,0.8333333333333334,-3.1640675883732055,0.8556624327025936,1.2341559422618136,1.0,1.0,1.0,1.0,0.6923076923076923,0.3076923076923077
https://openalex.org/W2032136411,2032136411,2010,0.7272727272727273,0.7698856831441881,4.971170644308854,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W1967458151,1967458151,2000,0.7166666666666667,0.7237016251242535,3.1207674987075196,-0.2653724462171376,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2586147632,2586147632,2017,0.6045977011494252,0.32182272880502366,4.784137549363185,,1.0,0.0,0.0,1.0,1.0,0.0
https://openalex.org/W1797061553,1797061553,1992,0.7573529411764706,0.937756272735152,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W1990449529,1990449529,2009,0.691699604743083,0.19614617265000742,1.3656535633400262,,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333
https://openalex.org/W2134703963,2134703963,2009,0.7857142857142857,-0.701077064247323,1.3185480379406755,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2343086605,2343086605,2016,0.7789473684210526,0.05292978038934936,7.011138800056579,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2069236134,2069236134,2003,0.6666666666666666,-2.772588722239781,0.0,0.9049003612226739,1.0,1.0,1.0,1.0,0.7142857142857143,0.2857142857142857
https://openalex.org/W2523834542,2523834542,2016,0.855072463768116,-1.439278213479425,6.921622565518158,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2593371886,2593371886,2003,0.0,-1.5239157389959384,0.0,0.9128709291752769,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2017752992,2017752992,2012,0.7412698412698413,1.0113166323247225,9.13687926009175,,1.0,0.5,0.5,1.0,1.0,0.0
https://openalex.org/W603907805,603907805,2014,0.5,-1.2538759346647887,0.0,-0.08586393004377624,1.0,1.0,1.0,1.0,0.8888888888888888,0.1111111111111111
https://openalex.org/W2035173816,2035173816,2008,0.7349290780141844,0.4917453333745083,7.743429068617532,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W1977911701,1977911701,1993,1.0,-5.537334267018537,0.0,2.504380914278093,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W1969301437,1969301437,2012,0.5189393939393939,0.2534255674891673,3.29148049692031,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2007998817,2007998817,2004,0.3333333333333333,1.0265120977101387,0.0,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2157391617,2157391617,2002,0.75,0.13111645669253236,0.0,0.14753491694740475,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W1983808035,1983808035,2005,0.6666666666666666,-0.8878014473533741,0.0,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2218450029,2218450029,2015,0.40819964349376114,0.6987732113432196,13.20754893127665,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W1546530261,1546530261,2017,0.7851265331470269,0.18673290515248192,85.89423110019982,,-0.5,0.0,0.0,-0.5,0.0,1.0
https://openalex.org/W2127081054,2127081054,2014,0.9120879120879121,-1.2087261949256436,0.0,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2741940312,2741940312,2012,0.8333333333333334,-4.9509350750435015,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2032260994,2032260994,1981,0.5,-0.3615519210182365,0.0,1.435163505313656,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2476367655,2476367655,2016,0.6141025641025641,0.25437487443401224,4.202565446532741,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2020078061,2020078061,2012,0.40790960451977404,0.34772411341864773,21.226522776507696,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2021117428,2021117428,2007,0.5073891625615764,-1.0797215261985555,7.582672670626001,,1.0,0.6,0.6,1.0,0.5833333333333334,0.4166666666666667
https://openalex.org/W2596672484,2596672484,2013,0.5238095238095238,-0.20811924961509523,0.0,0.6882472016116852,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W4245622842,4245622842,2008,0.6761904761904762,0.9440759692049802,0.674323005316643,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2056164465,2056164465,2005,0.24166666666666667,0.03387200336272591,0.8021858579812639,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W3125081536,3125081536,2013,0.6,0.785189589620558,0.0,-1.4709135668452897,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2172087126,2172087126,2002,0.9285714285714286,-1.782446884807816,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2065063082,2065063082,1994,0.8666666666666667,0.758423203706396,9.760353098884105,,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666
https://openalex.org/W2061197681,2061197681,1994,0.6296296296296297,0.8958470897283408,12.692265042009884,,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0
https://openalex.org/W1524955516,1524955516,2003,0.7333333333333333,0.24149268998240622,0.6624300244807115,-0.7066596453317255,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W3125255073,3125255073,2005,0.75,-2.2018175710741708,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2027714275,2027714275,2013,0.5789473684210527,0.7942062737006794,0.0,-0.4155813868856493,1.0,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333
https://openalex.org/W1979954303,1979954303,1976,0.6538461538461539,1.207696136709859,0.0,-1.0808168170729433,1.0,1.0,1.0,1.0,0.8,0.2
https://openalex.org/W2031305905,2031305905,2010,0.6140350877192983,-0.9362887080907651,0.0,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W1989213081,1989213081,2008,0.6428571428571429,0.16969403457655544,0.0,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2120716811,2120716811,1977,0.5,-1.992430164690206,0.0,1.2937575795650416,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W1981737778,1981737778,1981,0.7,0.11316869810563798,0.0,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2509806991,2509806991,2016,0.6481481481481481,-0.1027115074862493,6.843495999415461,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2554370231,2554370231,2016,0.6123188405797102,-2.2859253477528703,0.0,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W1505405092,1505405092,2013,0.7489177489177489,0.3000361455950165,0.5717538253148329,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2499429660,2499429660,2016,0.6444444444444445,-0.2931100584941779,1.2023480040226406,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2477566203,2477566203,2016,0.6850574712643678,0.643491889620598,8.300512658130815,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W1822118606,1822118606,2002,0.7,1.3592298887629513,1.79808271817328,-1.9536535411572924,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2237118216,2237118216,2004,0.7485380116959064,-0.20595000501563424,8.222885970774502,,0.13793103448275862,0.13793103448275862,1.0,1.0,0.875,0.125
https://openalex.org/W2164320609,2164320609,1992,0.9120879120879121,-1.5515615002178245,0.0,,0.02127659574468085,0.058823529411764705,0.8,0.2,0.9333333333333333,0.06666666666666667
https://openalex.org/W599563694,599563694,2008,0.44919786096256686,0.6913306496335475,3.0203515035238837,,0.75,0.75,1.0,1.0,1.0,0.0
https://openalex.org/W2010512251,2010512251,1973,0.7636363636363637,0.8711303357553017,0.8110177634953863,-2.562726588531747,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2062409192,2062409192,1997,0.8888888888888888,0.302504105811714,0.0,,1.0,1.0,1.0,1.0,0.5714285714285714,0.42857142857142855
https://openalex.org/W2006784025,2006784025,2004,0.819047619047619,0.08121528607790394,1.5868817764045424,,0.8943661971830986,0.9214285714285714,1.0,0.9694656488549618,0.3969465648854962,0.6030534351145038
https://openalex.org/W2038343521,2038343521,1991,0.8076923076923077,1.1050904793318763,1.616983826857287,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2767019447,2767019447,2017,0.6303191489361702,-0.5880582644479736,29.80806244260227,,1.0,0.6,0.6,1.0,0.5,0.5
https://openalex.org/W1964522478,1964522478,2010,0.7421052631578947,0.531432227132373,0.9069132258728971,,0.36363636363636365,0.36363636363636365,1.0,1.0,1.0,0.0
https://openalex.org/W2502220380,2502220380,1997,0.7984496124031008,0.6930349785962931,39.76059924547404,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2499549858,2499549858,2012,0.0,0.6130637607497081,0.0,0.4211340674425928,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2087020064,2087020064,1997,0.9333333333333333,0.3957796387689559,0.0,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2163593696,2163593696,2008,0.4355400696864111,-0.13015985319682724,0.0,,0.2857142857142857,0.2857142857142857,1.0,1.0,0.75,0.25
https://openalex.org/W2253149377,2253149377,2010,0.8095238095238095,-2.4876628195701045,0.8037790179496814,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W1973708231,1973708231,2013,0.9333333333333333,0.5988073926625278,0.0,,0.125,0.35,1.0,0.2727272727272727,0.36363636363636365,0.6363636363636364
https://openalex.org/W2753898736,2753898736,2017,0.7252747252747253,-0.5179499438771566,0.0,,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0
https://openalex.org/W2022019842,2022019842,1995,0.8831908831908832,0.09409922406992163,5.379723727310219,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2492585380,2492585380,1970,0.9642857142857143,0.36545977349446523,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W3022036113,3022036113,1997,0.4727272727272727,0.6022429042137646,0.4429814634783811,,1.0,1.0,1.0,1.0,0.4444444444444444,0.5555555555555556
https://openalex.org/W1964259044,1964259044,1987,0.9015384615384615,0.8870381890367177,0.0,,1.0,0.0,0.0,1.0,1.0,0.0
https://openalex.org/W24336288,24336288,2004,0.8333333333333334,-1.8608586824460513,1.834272487528431,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W3121253167,3121253167,2016,0.7028985507246377,0.29277518132149083,8.231417883894117,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2774137406,2774137406,2017,0.7615717615717615,0.0838130360221948,53.0557351086502,,0.0,0.0,0.0,0.0,1.0,0.0
https://openalex.org/W1587444279,1587444279,1978,0.6666666666666666,-0.9575336904082041,0.0,0.7763189541231652,1.0,0.8181818181818182,0.8181818181818182,1.0,0.5,0.5
https://openalex.org/W2337818091,2337818091,2015,0.34545454545454546,0.03841225495053274,0.7135099716043065,,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333
https://openalex.org/W292082746,292082746,2002,0.6666666666666666,0.6511218287319535,0.0,-1.3967174632441404,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W1520879396,1520879396,2009,0.4,-0.6372326658841427,0.0,0.3141264482804404,0.75,0.75,1.0,1.0,1.0,0.0
https://openalex.org/W2128909200,2128909200,2005,0.8461538461538461,0.037231448016646934,5.472933219112483,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W1974292721,1974292721,1986,0.8241758241758241,1.011081994067898,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2553862714,2553862714,1989,0.8666666666666667,0.025001302205417384,0.8585786437626906,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2074141764,2074141764,2013,0.8587301587301587,0.4753815538930447,9.638867789599894,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W4206443994,4206443994,2004,0.7116104868913857,-1.1834511686051392,20.519600797986207,,0.8181818181818182,0.8181818181818182,1.0,1.0,0.6666666666666666,0.3333333333333333
https://openalex.org/W2131996437,2131996437,2005,0.7205882352941176,-0.6470427419023371,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
